编号,内容,"评判维度：物价、交通、卫生、环境、安全、服务、游览、购物
评分规则：高到低，依次为5分，4分，3分，2分，1分",维度,评分（5分制）,关键词判断（从句子中的某些词语得到关键词）
,分句1,服务很好,服务,3,服务
,分句2,尤其是总台的服务更好,服务,4,总台
,分句3,交通非常方便,交通,4,方便
,分句4,周边环境好,环境,3,环境好
,分句5,设施齐全,环境,3,齐全
,分句6,酒店卫生很不错,卫生,4,卫生
,分句7,下次再进京,无,3,无
,分句8,这里是首选,无,3,首选
,,,,,
218,整体评论,位置好，交通方便。但设施陈旧，配备的用品不足，星级标准未达标。感觉性价比低，不会再选择入住了。中央电视台总部在隔壁。,总体,5,
,分句1,位置好,环境,3,位置
,分句2,交通方便,交通,3,方便
,分句3,但设施陈旧,环境,4,陈旧
,分句4,配备的用品不足,环境,4,不足
,分句5,星级标准未达标,总体,4,达标
,分句6,感觉性价比低,物价,3,性价比
,分句7,不会再选择入住了,无,4,无
,分句8,中央电视台总部在隔壁,环境,4,中央电视台
,,,,,
219,整体评论,环境优美，窗外就是玉潭公园，交通便利，离西客站很近，房间干净整洁，服务规范，服务人员素质较高，设施虽然比较旧，比较舒适,总体,5,
,分句1,环境优美,环境,3,优美
,分句2,窗外就是玉潭公园,环境,4,玉潭公园
,分句3,交通便利,交通,3,便利
,分句4,离西客站很近,交通,3,西客站
,分句5,房间干净整洁,卫生,4,干净整洁
,分句6,服务规范,服务,3,规范
,分句7,服务人员素质较高,服务,4,素质
,分句8,设施虽然比较旧,环境,4,旧
,分句9,比较舒适,无,3,舒适
,,,,,
220,整体评论,酒店位置超级好，楼下就是世纪坛和军博，前面就是中央电视台，离地铁1、9号线也很近，适合带老人、小孩旅游，酒店房间虽然不大，但是还是很干净整洁的，唯一缺点就是暖气太热，室温28度！,总体,5,
,分句1,酒店位置超级好,环境,4,位置
,分句2,楼下就是世纪坛和军博,环境,4,世纪坛
,分句3,前面就是中央电视台,环境,5,中央电视台
,分句4,离地铁1、9号线也很近,交通,5,地铁
,分句5,适合带老人、小孩旅游,无,4,旅游
,分句6,酒店房间虽然不大,环境,3,无
,分句7,但是还是很干净整洁的,卫生,4,干净整洁
,分句8,唯一缺点就是暖气太热,无,4,缺点
,分句9,室温28度,无,3,无
,,,,,
221,整体评论,地理位置优越 出行方便 去央视老大楼看看或到玉渊潭公园逛逛 乘地铁1号或9号线步行前往在5分钟时间内 房间设施齐全 采光和视线都好,总体,5,
,分句1,地理位置优越,环境,4,优越
,分句2,出行方便,交通,3,方便
,分句3,去央视老大楼看看或到玉渊潭公园逛逛,游览,5,玉渊潭公园
,分句4,乘地铁1号或9号线步行前往在5分钟时间内,交通,5,地铁
,分句5,房间设施齐全,环境,3,齐全
,分句6,采光和视线都好,环境,3,采光
,,,,,
222,整体评论,交通十分方便，离地铁站一号线就是步行几分钟的距离，旁边就是军事博物馆和中华世纪坛去。还有大公园。还会回住的！太棒了,总体,5,
,分句1,交通十分方便,交通,3,方便
,分句2,离地铁站一号线就是步行几分钟的距离,交通,4,地铁站
,分句3,旁边就是军事博物馆和中华世纪坛去,游览,4,军事博物馆
,分句4,还有大公园,游览,3,公园
,分句5,还会回住的,无,3,无
,分句6,太棒了,总体,3,无
,,,,,
223,整体评论,地理位置方便，整体还不错！酒店服务很热情周到，卫生打扫的很干净，距离办事的地方很近步行就能到达，下次来北京还选择这里！,总体,5,
,分句1,地理位置方便,环境,4,方便
,分句2,整体还不错,总体,3,整体
,分句3,酒店服务很热情周到,服务,4,热情周到
,分句4,卫生打扫的很干净,卫生,3,干净
,分句5,距离办事的地方很近步行就能到达,交通,4,步行
,分句6,下次来北京还选择这里,无,4,无
,,,,,
224,整体评论,酒店环境非常好，前台服务超赞，因为入住较晚，加之第二天一早要赶飞机，酒店前台得知特意给我申请了房型升级，感谢你们的细心照顾。,总体,5,
,分句1,酒店环境非常好,环境,3,环境
,分句2,前台服务超赞,服务,3,服务
,分句3,因为入住较晚,无,3,入住
,分句4,加之第二天一早要赶飞机,无,4,飞机
,分句5,酒店前台得知特意给我申请了房型升级,服务,4,升级
,分句6,感谢你们的细心照顾,服务,4,细心照顾
,,,,,
225,整体评论,酒店设施非常好，有停车场，房间虽然小但也算比较豪华，里面设施很齐全，包括熨斗和熨衣板，还有浴缸内看防水电视，加热厕板和喷水洗菊花的马桶。可以看到鸟巢和水立方。酒店值得推荐，感觉非常舒服和性价比很高，,总体,5,
,分句1,酒店设施非常好,环境,4,设施
,分句2,有停车场,环境,3,停车场
,分句3,房间虽然小但也算比较豪华,环境,4,豪华
,分句4,里面设施很齐全,环境,3,齐全
,分句5,包括熨斗和熨衣板,环境,4,熨斗
,分句6,还有浴缸内看防水电视,环境,4,防水电视
,分句7,加热厕板和喷水洗菊花的马桶,环境,4,马桶
,分句8,可以看到鸟巢和水立方,游览,4,鸟巢
,分句9,酒店值得推荐,无,3,推荐
,分句10,感觉非常舒服和性价比很高,物价,4,性价比
,,,,,
226,整体评论,性价比还不错的酒店，但是位置不太好找，坐车不太方便，离地铁也有一定距离，酒店整体还是不错的。但是停车场竟然是收费的，前台服务挺快的，电梯需要刷卡到指定楼层。房间不太大，但设施比较齐全，不过储衣柜的推拉门是坏的，期间酒店很贴心的送了水果，房间比较安静，床品也可以，不过有些不太干净，有头发什么的。,总体,5,
,分句1,性价比还不错的酒店,物价,4,性价比
,分句2,但是位置不太好找,环境,4,位置
,分句3,坐车不太方便,交通,3,方便
,分句4,离地铁也有一定距离,交通,4,地铁
,分句5,酒店整体还是不错的,总体,4,不错
,分句6,但是停车场竟然是收费的,物价,4,收费
,分句7,前台服务挺快的,服务,3,服务
,分句8,电梯需要刷卡到指定楼层,安全,4,刷卡
,分句9,房间不太大,环境,3,房间
,分句10,但设施比较齐全,环境,3,齐全
,分句11,不过储衣柜的推拉门是坏的,环境,4,坏
,分句12,期间酒店很贴心的送了水果,服务,5,贴心
,分句13,房间比较安静,环境,4,安静
,分句14,床品也可以,环境,4,可以
,分句15,不过有些不太干净,卫生,3,干净
,分句16,有头发什么的,卫生,3,头发
,,,,,
227,整体评论,酒店设施较新，卫生、服务规范，东北菜也很正宋。但位置略偏，在一条小街上，乘地铁、公交要步行一段距离。价钱不便宜，比部分五星级贵了。,总体,5,
,分句1,酒店设施较新,环境,3,设施
,分句2,卫生、服务规范,卫生,3,规范
,分句3,东北菜也很正宋,购物,4,正宋
,分句4,但位置略偏,环境,4,偏
,分句5,在一条小街上,交通,3,小街
,分句6,乘地铁、公交要步行一段距离,交通,4,地铁
,分句7,价钱不便宜,物价,3,便宜
,分句8,比部分五星级贵了,物价,4,贵
,,,,,
228,整体评论,名字有种老干部的风格，但酒店装修蛮新，房间很温馨，蛮干净整洁的，交通便捷，闹中取静。开了一天会下来，能好好休息很重要。,总体,5,
,分句1,名字有种老干部的风格,总体,4,老干部
,分句2,但酒店装修蛮新,环境,3,装修
,分句3,房间很温馨,环境,3,温馨
,分句4,蛮干净整洁的,卫生,4,干净整洁
,分句5,交通便捷,交通,3,便捷
,分句6,闹中取静,环境,4,闹中取静
,分句7,开了一天会下来,无,3,无
,分句8,能好好休息很重要,无,4,休息
,,,,,
229,整体评论,酒店服务很好，环境也不错，在房间可以看见鸟巢，水立方。。。还送了水果，总体来说还是不错，我主要是去鸟巢玩的，选这里很近,总体,5,
,分句1,酒店服务很好,服务,3,服务
,分句2,环境也不错,环境,3,环境
,分句3,在房间可以看见鸟巢，水立方,游览,4,鸟巢
,分句4,还送了水果,服务,3,送
,分句5,总体来说还是不错,总体,4,不错
,分句6,我主要是去鸟巢玩的,游览,4,鸟巢
,分句7,选这里很近,交通,3,近
,,,,,
230,整体评论,地理位置很好，交通方便，房间舒适卫生，服务人员很热情，乐于提供各种帮助，早餐丰富。设施很人性化，网络高速信号好，窗外风景好。有特别的开床服务，房间小摆件的设计也很有特色。性价比不错，下次还会再次预定。,总体,5,
,分句1,地理位置很好,环境,4,位置
,分句2,交通方便,交通,3,方便
,分句3,房间舒适卫生,卫生,4,舒适卫生
,分句4,服务人员很热情,服务,4,热情
,分句5,乐于提供各种帮助,服务,4,帮助
,分句7,早餐丰富,环境,3,丰富
,分句8,网络高速信号好,环境,4,网络
,分句9,窗外风景好,环境,3,风景
,分句10,有特别的开床服务,服务,4,特别
,分句11,房间小摆件的设计也很有特色,环境,4,特色
,分句12,性价比不错,物价,3,性价比
,分句13,下次还会再次预定,无,3,预定
,,,,,
231,整体评论,首先对酒店的卫生很满意，床睡着很舒服，床单被套都很新，很洁白，其次对酒店的马桶非常满意，智能化热水冲洗，在寒冷的冬季，坐在加热的马桶上很是舒服，酒店还温馨的送了水果，总之，对第一次入住的酒店很满意！,总体,5,
,分句1,首先对酒店的卫生很满意,卫生,5,满意
,分句2,床睡着很舒服,环境,4,舒服
,分句3,床单被套都很新,卫生,4,新
,分句4,很洁白,卫生,3,洁白
,分句5,其次对酒店的马桶非常满意,卫生,4,满意
,分句6,智能化热水冲洗,环境,4,智能化
,分句7,在寒冷的冬季,无,4,寒冷
,分句8,坐在加热的马桶上很是舒服,环境,4,舒服
,分句9,酒店还温馨的送了水果,服务,4,温馨
,分句10,总之,无,3,无
,分句11,对第一次入住的酒店很满意,总体,4,满意
,,,,,
232,整体评论,酒店地理位置不错，符合四星级酒店标准，硬件设施软件服务什么的都是四星级标准，离北四环很近，交通便利，值得推荐。附近餐饮店也很多，推荐往南的京味楼，干炸猪肉丸子很好。,总体,5,
,分句1,酒店地理位置不错,环境,4,位置
,分句2,符合四星级酒店标准,环境,4,四星级
,分句3,硬件设施软件服务什么的都是四星级标准,服务,5,标准
,分句4,离北四环很近,交通,4,北四环
,分句5,交通便利,交通,3,便利
,分句6,值得推荐,无,3,推荐
,分句7,附近餐饮店也很多,购物,4,餐饮店
,分句8,推荐往南的京味楼,购物,4,京味楼
,分句9,干炸猪肉丸子很好,购物,4,猪肉丸子
,,,,,
233,整体评论,高大上的酒店，豪华舒适，这个价格能订到五星级的酒店，算是特惠版，性价比高了，房间设施、卫生状况、服务态度都很满意，谢谢！,总体,5,
,分句1,高大上的酒店,总体,4,高大上
,分句2,豪华舒适,环境,3,豪华舒适
,分句3,这个价格能订到五星级的酒店,物价,4,价格
,分句4,算是特惠版,物价,3,特惠
,分句5,性价比高了,物价,3,性价比
,分句6,房间设施、卫生状况、服务态度都很满意,卫生,5,满意
,分句7,谢谢,无,2,无
,,,,,
234,整体评论,定的商务大床，给我升级了豪华的，环境也很不错，床也很舒服。非常感谢，不知道是不是作为延边人的优待，下次还会光临,总体,5,
,分句1,定的商务大床,无,3,商务
,分句2,给我升级了豪华的,服务,4,豪华
,分句3,环境也很不错,环境,3,环境
,分句4,床也很舒服,环境,3,舒服
,分句5,非常感谢,无,3,感谢
,分句6,不知道是不是作为延边人的优待,无,4,优待
,分句7,下次还会光临,无,4,光临
,,,,,
235,整体评论,方便整洁，安静，尤其是洗澡水很大很爽，总之物有所值。自助早餐种类很丰富，味道也不错👌，下次再来还住这。不知这有没有自己的会员，再实惠点就更棒了。,总体,5,
,分句1,方便整洁，安静,卫生,3,方便整洁
,分句2,尤其是洗澡水很大很爽,环境,4,很爽
,分句3,总之物有所值,物价,4,物有所值
,分句4,自助早餐种类很丰富,服务,4,丰富
,分句5,味道也不错,服务,3,不错
,分句6,下次再来还住这,无,3,无
,分句7,不知这有没有自己的会员,物价,4,会员
,分句8,再实惠点就更棒了,物价,4,实惠
,,,,,
236,整体评论,酒店位置挺方便的。周边美食也挺多的，就是暖气太足了，我和先生关了空调 打开窗户都觉得热，连续订了四晚 也没有给我们升级。其他还不错吧！就是前台服务态度不好，感觉就像街边旅店一样的前台。网速感觉还不错！,总体,5,
,分句1,酒店位置挺方便的,环境,4,方便
,分句2,周边美食也挺多的,购物,4,美食
,分句3,就是暖气太足了,环境,3,暖气
,分句4,我和先生关了空调 打开窗户都觉得热,环境,5,空调
,分句5,连续订了四晚 也没有给我们升级,服务,5,升级
,分句6,其他还不错吧,总体,3,无
